ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,(1)入荷: 2/26(木),,,TRUE,(2)移動: 2/26(木),,,TRUE,(3)移動: 2/28(日),,,TRUE,(4)移動: 2/28(日),,,TRUE,(5) (欠番),,,TRUE,(6)移動: 3/1(日),,,TRUE,(7)移動: 3/1(日),,,TRUE,(8)移動: 3/2(月),,,TRUE,(9)移動: 3/2(月),,,TRUE,(10)移動: 3/2(月),,,TRUE,(11)移動: 3/7(土),,,TRUE,(12)移動: 3/14(土),,,TRUE,(13)移動: 3/14(土),,,TRUE,2026-03-16,,,TRUE,2026-03-16,,,TRUE,02/26,,通関ミスの為、そもそもー500g入荷してた。,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,,,アプリ表示
HF (Hookafina),Pinkberry,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
HF (Hookafina),Pink Grapefruit,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
HF (Hookafina),Salted Caramel Waffle,◯,Sweet,1,"8,288",-,-,-,-,0,,55,,,,,,"5,500",,,,,,,0,"5,500",44,,,,44,,10,,,,,,"1,000",,,,,,,0,"1,044",28,,,,28,,5,,,,,,500,,1,,,,,100,628,110,206,,,316,,8,,,,,,800,,,,,,,0,"1,116",,,"1,500","1,104",850,"1,103",0,38,332,443,"5,000",,,,,,,,,,,,,,,,,,,,-500,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000",0,0,500,"5,500","1,104",850,"1,603","5,500","1,044",628,"1,116",0,60,222,487,"5,500",984,406,629,,,,,,,813,"9,057",,TRUE
HF (Hookafina),Spicy Peach,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,5,0,0,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,-5,0,,,,,,,-3,5,,TRUE
HF (Hookafina),Strawberry Margarita,✕,Normal,,134,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,21,,,,21,,,,,,,,0,,1,,,,,100,121,13,,,,13,,,,,,,,0,,,,,,,0,13,,,0,0,222,36,0,0,0,135,,,,,,,-100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-100,100,0,0,122,136,0,0,121,13,0,0,1,123,0,0,120,-110,,,,,,,135,258,,TRUE
HF (Hookafina),Tutti Fruiti,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
HF (Hookafina),Vanilla Shake,✕,Sweet,,"1,091",-,-,-,-,0,,3,,,,,,300,,,,,,,0,300,,,,,0,,,,,,,,0,,,,,,,0,0,42,78,,,120,,,,,,,,0,,1,,,,,100,220,71,,,,71,,3,,,,,,300,,2,,,,,200,571,,,500,0,222,392,0,0,21,38,,,,,,,,,,,,,,,,,,,,,-200,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,0,0,200,300,0,222,592,300,0,220,571,0,0,2,21,300,0,218,550,,,,,,,59,"1,114",,TRUE
HF (Hookafina),Watermelon Mint,✕,Normal,,55,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,55,,,,55,,,,,,,,0,,,,,,,0,55,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,63,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,63,0,0,0,55,0,0,0,8,0,0,0,47,0,,,,,,,5,63,,TRUE
MZ (Mazaya),Twist,✕,Sweet,,119,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,119,,,,119,,,,,,,,0,,,,,,,0,119,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,120,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,120,0,0,0,119,0,0,0,1,0,0,0,118,0,0,,,,,,,0,120,,TRUE
MH (Musthave),Araram,✕,Strong,,154,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,37,,,,37,,,,,,,,0,,,,,,,0,37,,,,,0,,,,,,,117,117,,,,,,,0,117,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,37,117,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,117,0,0,37,117,0,0,0,0,0,0,37,117,0,,,,,,,2,154,,TRUE
MH (Musthave),Black Currant,✕,Strong,,16,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,16,16,,,,,,,0,16,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,16,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,16,25,0,0,16,0,0,0,0,25,0,0,16,-25,,,,,,,0,41,,TRUE
MH (Musthave),Candy Cow,✕,Normal,,3,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,3,3,,,,,,,0,3,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,3,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,,,,,,,4,3,,TRUE
MH (Musthave),Caribbean Rum,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Charlotte Pie,✕,Sweet,,65,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,65,65,,,,,,,0,65,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,90,0,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,90,0,0,0,65,0,0,0,25,0,0,0,40,0,,,,,,,25,90,,TRUE
MH (Musthave),Cheesecake,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,-6,0,,,,,,,0,6,,TRUE
MH (Musthave),Cherry-Cola,✕,Strong,,29,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,17,17,,,,,,,0,17,12,,,,12,,,,,,,,0,,,,,,,0,12,,,0,0,17,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17,23,0,0,17,12,0,0,0,11,0,0,17,1,,,,,,,0,40,,TRUE
MH (Musthave),Cinnamon,✕,Sweet,,29,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,29,29,,,,,,,0,29,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,29,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,29,0,,,,,,,0,29,,TRUE
MH (Musthave),Cookie,✕,Sweet,,11,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,4,4,,,,,,,0,4,7,,,,7,,,,,,,,0,,,,,,,0,7,,,0,0,29,0,0,0,0,0,,,,,,,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-25,25,0,0,4,25,0,0,4,7,0,0,0,18,0,0,4,-11,,,,,,,0,29,,TRUE
MH (Musthave),Cranberry,✕,Strong,,31,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,31,31,,,,,,,0,31,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,31,12,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,31,12,0,0,31,0,0,0,0,12,0,0,31,-12,,,,,,,22,43,,TRUE
MH (Musthave),Earl Grey,✕,Strong,,45,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,37,37,,,,,,,0,37,8,,,,8,,,,,,,,0,,,,,,,0,8,,,0,0,36,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,36,16,0,0,37,8,0,0,-1,8,0,0,38,0,,,,,,,0,52,,TRUE
MH (Musthave),Estragon,✕,Strong,,11,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,11,11,,,,,,,0,11,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,11,0,,,,,,,0,11,,TRUE
MH (Musthave),Honey Holls,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Mad Pear,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Maple Pecan,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Marula,✕,Normal,,177,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,25,,,,25,,,,,,,,0,,,,,,,0,25,,,,,0,,,,,,,102,102,,,,,,,0,102,25,25,,,50,,,,,,,,0,,,,,,,0,50,,,0,25,150,0,0,0,1,0,,,,,,,-50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-50,50,0,25,100,50,0,25,102,50,0,0,-2,0,0,25,104,50,,,,,,,1,175,,TRUE
MH (Musthave),Milky Rice,✕,Sweet,,22,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,7,7,,,,,,,0,7,15,,,,15,,,,,,,,0,,,,,,,0,15,,,0,0,10,20,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,20,0,0,7,15,0,0,3,5,0,0,4,10,,,,,,,5,30,,TRUE
MH (Musthave),Morocco,✕,Mint,,50,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,30,30,,,,,,,0,30,20,,,,20,,,,,,,,0,,,,,,,0,20,,,0,0,30,29,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,30,29,0,0,30,20,0,0,0,9,0,0,30,11,,,,,,,5,59,,TRUE
MH (Musthave),Mulled Wine,✕,Strong,,10,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,10,10,,,,,,,0,10,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,0,0,0,10,0,0,0,-1,0,0,0,11,0,,,,,,,0,9,,TRUE
MH (Musthave),Nord Star,✕,Strong,,137,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,14,,,,14,,,,,,,,0,,,,,,,0,14,,,,,0,,,,,,,107,107,,,,,,,0,107,16,,,,16,,,,,,,,0,,,,,,,0,16,,,0,14,132,0,0,-2,1,0,,,,,,,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-25,25,0,14,107,25,0,14,107,16,0,0,0,9,0,14,107,7,,,,,,,-1,146,,TRUE
RV (Revoshi),Biscuit,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Black Grape,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Double Apple Strong,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Eskimo Cola,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Eskimo Lemon,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Grape,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Sweet Pineapple,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
SB (Starbuzz/Bold),Blue Mist,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
SB (Starbuzz/Bold),Geisha,✕,Mint,,70,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,19,,,,19,,,,,,,,0,,,,,,,0,19,51,,,,51,,,,,,,,0,,,,,,,0,51,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,19,55,0,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,55,0,0,19,51,0,0,0,4,0,0,19,47,0,,,,,,,10,74,,TRUE
SB (Starbuzz/Bold),Lebanese Bomb Shell,◯,Strong,1,"2,574",-,-,-,-,0,,,,,3,,,750,,,,,,,0,750,198,,,,198,,,,,1,,,250,,,,,,,0,448,191,,,,191,,,,,2,,,500,,,,,,,0,691,190,245,,,435,,,,,1,,,250,,,,,,,0,685,,,"1,000",488,876,582,0,88,171,157,,,,,,,,,,,,,,,,,,,,,-250,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250,0,0,250,750,488,876,832,750,448,691,685,0,40,185,147,750,408,506,538,,,,,,,416,"2,946",,TRUE
SB (Starbuzz/Bold),Pirate'S Cave,✕,Normal,,643,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,228,,,,228,,,,,,,,0,,,,,,,0,228,165,,,,165,,,,,1,,,250,,,,,,,0,415,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,236,426,0,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,236,426,0,0,228,415,0,0,8,11,0,0,220,404,0,,,,,,,25,662,,TRUE
